id	category	title	cli	description	tags	source
workflow_intraday_scan	workflow	Intraday F&O Alert Scan	python nse_agent.py → /scan	Real-time intraday breakout alerts for NIFTY/BANKNIFTY/FINNIFTY universe. Scores 6 breakout strategies: supertrend_breakout, near_breakout_volume, VCP, volume, Darvas, ORB+VWAP. Only surfaces alerts w	intraday scan fno alerts breakout supertrend vcp darvas orb	knowledge_base/entries/workflows.yaml
workflow_kb_financial_docs	workflow	Knowledge Base — Financial Document Search	python -m knowledge_base ask "your question here"	Query SEBI, RBI, CRISIL, and broker research documents ingested into the ChromaDB vector store. Separate from the tools/skills index. Build the KB from the financial sources registry, then ask questio	kb sebi rbi crisil broker research pdf vector chroma	knowledge_base/entries/workflows.yaml
mcp_get_market_overview	mcp	MCP: Market Overview	# via MCP: call get_market_overview()	NIFTY breadth, A/D, FII/DII flows, global indices from MCP	mcp market overview	mcp_server.py
mcp_get_stage2_picks	mcp	MCP: Stage 2 Picks	# via MCP: call get_stage2_picks(index='NIFTY 500')	Stage 2 uptrend stocks with RSI/RS/technical score, filtered by index	mcp stage2 picks	mcp_server.py
mcp_get_stock_profile	mcp	MCP: Stock Profile	# via MCP: call get_stock_profile(symbol='RELIANCE')	Full single-stock profile: stage, price, RSI, fundamentals, 30d history	mcp stock profile	mcp_server.py
mcp_get_swing_candidates	mcp	MCP: Swing Candidates	# via MCP: call get_swing_candidates(limit=15)	Liquid Stage 2 stocks suitable for swing trading	mcp swing stage2	mcp_server.py
mcp_get_sector_rotation	mcp	MCP: Sector Rotation	# via MCP: call get_sector_rotation()	Sector-level stage distribution and relative strength	mcp sector rotation	mcp_server.py
mcp_get_strategy_lab	mcp	MCP: Strategy Lab	# via MCP: call get_strategy_lab(strategy_id='vcp_momentum')	Backtest leaderboard or trade log for 8 built-in strategies	mcp strategy backtest	mcp_server.py
mcp_get_fno_signals	mcp	MCP: F&O Signals	# via MCP: call get_fno_signals(symbol='NIFTY', limit=20)	PCR, OI buildup, max pain, OI changes for derivatives	mcp fno options oi	mcp_server.py
mcp_get_bulk_block_deals	mcp	MCP: Bulk/Block Deals	# via MCP: call get_bulk_block_deals(symbol='HDFC')	Institutional bulk/block deal activity	mcp bulk block institutional	mcp_server.py
mcp_get_corporate_events	mcp	MCP: Corporate Events	# via MCP: call get_corporate_events(days_ahead=30)	Dividends, bonuses, rights, AGMs, splits, result dates	mcp events dividend results	mcp_server.py
